,party,result,council,region
851,"Політична Партія ""Опозиційний блок""",19.23,Очаківська міська рада,Миколаївська обл.
856,"Політична Партія ""Опозиційний блок""",20.59,Вознесенська міська рада,Миколаївська обл.
857,"Політична Партія ""Опозиційний блок""",48.15,Миколаївська міська рада,Миколаївська обл.
862,"Партія ""Відродження""",5.56,Новокаховська міська рада,Херсонська обл.
863,Радикальна партія Олега Ляшка,5.56,Херсонська міська рада,Херсонська обл.
864,"Політична Партія ""Опозиційний блок""",11.76,Южноукраїнська міська рада,Миколаївська обл.
865,"Політична партія ""Наш край""",11.76,Южноукраїнська міська рада,Миколаївська обл.
866,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Южноукраїнська міська рада,Миколаївська обл.
867,"Політична Партія ""Опозиційний блок""",19.44,Первомайська міська рада,Миколаївська обл.
868,"політична партія Всеукраїнське об’єднання ""Батьківщина""",19.44,Первомайська міська рада,Миколаївська обл.
869,"Політична партія ""Наш край""",16.67,Первомайська міська рада,Миколаївська обл.
870,"Політична партія ""Наш край""",19.23,Очаківська міська рада,Миколаївська обл.
871,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Очаківська міська рада,Миколаївська обл.
872,"Політична партія ""Нова держава""",15.38,Очаківська міська рада,Миколаївська обл.
873,"Партія ""Відродження""",11.54,Очаківська міська рада,Миколаївська обл.
874,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Очаківська міська рада,Миколаївська обл.
875,"Партія ""Відродження""",14.71,Вознесенська міська рада,Миколаївська обл.
876,"Політична партія ""Наш край""",14.71,Вознесенська міська рада,Миколаївська обл.
877,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Вознесенська міська рада,Миколаївська обл.
878,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Вознесенська міська рада,Миколаївська обл.
879,"Політична партія ""Об’єднання ""САМОПОМІЧ""",18.52,Миколаївська міська рада,Миколаївська обл.
880,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Миколаївська міська рада,Миколаївська обл.
881,"Політична партія ""Наш край""",16.67,Миколаївська міська рада,Миколаївська обл.
890,"Політична партія ""Всеукраїнське об’єднання ""ЦЕНТР""",50.0,Чугуївська міська рада,Харківська обл.
891,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",35.29,Первомайська міська рада,Харківська обл.
