party,result,council
"Політична партія ""Наш край""",  38.24,"Донецька обл., Слов'янська районна рада"
Аграрна партія України,  14.71,"Донецька обл., Слов'янська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",   8.82,"Донецька обл., Слов'янська районна рада"
"Політична партія ""Наш край""",  29.41,"Донецька обл., Першотравнева районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  20.59,"Донецька обл., Першотравнева районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   8.82,"Донецька обл., Першотравнева районна рада"
Аграрна партія України,   5.88,"Донецька обл., Першотравнева районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  19.23,"Донецька обл., Добропільська районна рада"
"Політична партія ""Наш край""",  19.23,"Донецька обл., Добропільська районна рада"
Аграрна партія України,  15.38,"Донецька обл., Добропільська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   7.69,"Донецька обл., Добропільська районна рада"
"Партія Сергія Тігіпка ""Сильна Україна""",   7.69,"Донецька обл., Добропільська районна рада"
"Політична Партія ""Опозиційний блок""",  38.46,"Донецька обл., Олександрівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",   7.69,"Донецька обл., Олександрівська районна рада"
"Політична партія ""Наш край""",  36.11,"Донецька обл., Мар'їнська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  11.11,"Донецька обл., Мар'їнська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   5.56,"Донецька обл., Мар'їнська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  38.24,"Донецька обл., Красноармійська районна рада"
Аграрна партія України,  11.76,"Донецька обл., Красноармійська районна рада"
"Політична партія ""Нова держава""",   5.88,"Донецька обл., Красноармійська районна рада"
"Політична партія ""Наш край""",  26.92,"Донецька обл., Костянтинівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  15.38,"Донецька обл., Костянтинівська районна рада"
Аграрна партія України,  15.38,"Донецька обл., Костянтинівська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   5.88,"Дніпропетровська обл., Апостолівська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",   5.88,"Дніпропетровська обл., Апостолівська районна рада"
"Політична партія ""Наш край""",  50.00,"Донецька обл., Великоновосілківська районна рада"
"Політична Партія ""Опозиційний блок""",  69.44,"Донецька обл., Артемівська районна рада"
"""КМКС"" Партія угорців України",  22.22,"Закарпатська обл., Ужгородська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",  23.53,"Донецька обл., Великоновосілківська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  14.71,"Донецька обл., Великоновосілківська районна рада"
"Політична Партія ""Опозиційний блок""",   5.88,"Донецька обл., Великоновосілківська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   5.88,"Донецька обл., Великоновосілківська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  16.67,"Донецька обл., Артемівська районна рада"
"Політична партія ""Наш край""",  13.89,"Донецька обл., Артемівська районна рада"
політична партія Єдиний Центр,  19.44,"Закарпатська обл., Ужгородська районна рада"
"Партія ""Відродження""",  16.67,"Закарпатська обл., Ужгородська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  13.89,"Закарпатська обл., Ужгородська районна рада"
Радикальна партія Олега Ляшка,  11.11,"Закарпатська обл., Ужгородська районна рада"
"Політична Партія ""Опозиційний блок""",  41.18,"Донецька обл., Володарська районна рада"
"Політична партія ""Наш край""",  36.36,"Донецька обл., Волноваська районна рада"
політична партія Єдиний Центр,  33.33,"Закарпатська обл., Хустська районна рада"
політична партія Єдиний Центр,  35.71,"Закарпатська обл., Тячівська районна рада"
політична партія Єдиний Центр,  23.53,"Закарпатська обл., Свалявська районна рада"
"Політична Партія ""Опозиційний блок""",  11.11,"Закарпатська обл., Ужгородська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   5.56,"Закарпатська обл., Ужгородська районна рада"
Аграрна партія України,  26.47,"Донецька обл., Володарська районна рада"
"Політична партія ""Наш край""",  17.65,"Донецька обл., Володарська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  14.71,"Донецька обл., Володарська районна рада"
Аграрна партія України,  29.55,"Донецька обл., Волноваська районна рада"
"Політична Партія ""Опозиційний блок""",  18.18,"Донецька обл., Волноваська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  15.91,"Донецька обл., Волноваська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  27.78,"Закарпатська обл., Хустська районна рада"
Радикальна партія Олега Ляшка,  16.67,"Закарпатська обл., Хустська районна рада"
"Політична Партія ""Опозиційний блок""",  11.11,"Закарпатська обл., Хустська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.11,"Закарпатська обл., Хустська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  21.43,"Закарпатська обл., Тячівська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  21.43,"Закарпатська обл., Тячівська районна рада"
"Політична Партія ""Опозиційний блок""",   7.14,"Закарпатська обл., Тячівська районна рада"
"Партія ""Відродження""",   7.14,"Закарпатська обл., Тячівська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   7.14,"Закарпатська обл., Тячівська районна рада"
"Партія ""Відродження""",  23.53,"Закарпатська обл., Свалявська районна рада"
"Політична Партія ""Опозиційний блок""",  23.53,"Закарпатська обл., Свалявська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  14.71,"Закарпатська обл., Свалявська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  14.71,"Закарпатська обл., Свалявська районна рада"
політична партія Єдиний Центр,  33.33,"Закарпатська обл., Іршавська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  13.89,"Закарпатська обл., Іршавська районна рада"
"Партія ""Відродження""",  13.89,"Закарпатська обл., Іршавська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  13.89,"Закарпатська обл., Іршавська районна рада"
"Українська партія ""Єдність""",   8.33,"Закарпатська обл., Іршавська районна рада"
"Політична партія ""КОНКРЕТНИХ СПРАВ""",   8.33,"Закарпатська обл., Іршавська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   8.33,"Закарпатська обл., Іршавська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  22.22,"Закарпатська обл., Рахівська районна рада"
"Партія ""Відродження""",  29.41,"Закарпатська обл., Перечинська районна рада"
політична партія Єдиний Центр,  19.44,"Закарпатська обл., Рахівська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  13.89,"Закарпатська обл., Рахівська районна рада"
"Партія ""Відродження""",  13.89,"Закарпатська обл., Рахівська районна рада"
Радикальна партія Олега Ляшка,   8.33,"Закарпатська обл., Рахівська районна рада"
"Політична партія ""Європейська партія України""",   5.56,"Закарпатська обл., Рахівська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   5.56,"Закарпатська обл., Рахівська районна рада"
"Партія ""Відродження""",  38.46,"Закарпатська обл., Воловецька районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  29.41,"Закарпатська обл., Перечинська районна рада"
політична партія Єдиний Центр,  17.65,"Закарпатська обл., Перечинська районна рада"
"Політична Партія ""Опозиційний блок""",   8.82,"Закарпатська обл., Перечинська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   8.82,"Закарпатська обл., Перечинська районна рада"
Радикальна партія Олега Ляшка,   5.88,"Закарпатська обл., Перечинська районна рада"
політична партія Єдиний Центр,  46.15,"Закарпатська обл., Мукачівська районна рада"
Аграрна партія України,  29.41,"Закарпатська обл., Великоберезнянська районна рада"
"Політична партія ""Наш край""",   5.56,"Закарпатська обл., Рахівська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.56,"Закарпатська обл., Рахівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  15.38,"Закарпатська обл., Воловецька районна рада"
політична партія Єдиний Центр,  15.38,"Закарпатська обл., Воловецька районна рада"
"Політична Партія ""Опозиційний блок""",  11.54,"Закарпатська обл., Воловецька районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.54,"Закарпатська обл., Воловецька районна рада"
"Політична партія ""Наш край""",   7.69,"Закарпатська обл., Воловецька районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  23.53,"Закарпатська обл., Міжгірська районна рада"
політична партія Єдиний Центр,  25.00,"Закарпатська обл., Виноградівська районна рада"
"Партія ""Відродження""",  20.51,"Закарпатська обл., Мукачівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  15.38,"Закарпатська обл., Мукачівська районна рада"
"""КМКС"" Партія угорців України",  10.26,"Закарпатська обл., Мукачівська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   7.69,"Закарпатська обл., Мукачівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  29.41,"Закарпатська обл., Великоберезнянська районна рада"
політична партія Єдиний Центр,  23.53,"Закарпатська обл., Великоберезнянська районна рада"
Радикальна партія Олега Ляшка,   8.82,"Закарпатська обл., Великоберезнянська районна рада"
"Політична Партія ""Опозиційний блок""",   8.82,"Закарпатська обл., Великоберезнянська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  17.65,"Закарпатська обл., Міжгірська районна рада"
політична партія Єдиний Центр,  17.65,"Закарпатська обл., Міжгірська районна рада"
"Політична партія ""Наш край""",  14.71,"Закарпатська обл., Міжгірська районна рада"
Радикальна партія Олега Ляшка,  11.76,"Закарпатська обл., Міжгірська районна рада"
"Партія ""Відродження""",   8.82,"Закарпатська обл., Міжгірська районна рада"
"Партія ""Відродження""",  22.22,"Закарпатська обл., Виноградівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  22.22,"Закарпатська обл., Виноградівська районна рада"
"""КМКС"" Партія угорців України",  19.44,"Закарпатська обл., Виноградівська районна рада"
Демократична партія угорців України,  11.11,"Закарпатська обл., Виноградівська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   5.88,"Закарпатська обл., Міжгірська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  27.78,"Івано-Франківська обл., Богородчанська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  19.44,"Івано-Франківська обл., Богородчанська районна рада"
"Політична партія ""Воля""",  16.67,"Івано-Франківська обл., Богородчанська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",  13.89,"Івано-Франківська обл., Богородчанська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  13.89,"Івано-Франківська обл., Богородчанська районна рада"
"""КМКС"" Партія угорців України",  35.29,"Закарпатська обл., Берегівська районна рада"
політична партія Конгрес Українських Націоналістів,  20.59,"Івано-Франківська обл., Калуська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  16.67,"Івано-Франківська обл., Долинська районна рада"
"Політична партія ""Громадянська позиція""",   8.33,"Івано-Франківська обл., Богородчанська районна рада"
політична партія Єдиний Центр,  23.53,"Закарпатська обл., Берегівська районна рада"
Демократична партія угорців України,  20.59,"Закарпатська обл., Берегівська районна рада"
"Партія ""Відродження""",  11.76,"Закарпатська обл., Берегівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",   8.82,"Закарпатська обл., Берегівська районна рада"
Українська Народна Партія,  14.71,"Івано-Франківська обл., Калуська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  14.71,"Івано-Франківська обл., Калуська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  11.76,"Івано-Франківська обл., Калуська районна рада"
Українська партія,  11.76,"Івано-Франківська обл., Калуська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  29.41,"Івано-Франківська обл., Городенківська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  16.67,"Івано-Франківська обл., Долинська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",  13.89,"Івано-Франківська обл., Долинська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.11,"Івано-Франківська обл., Долинська районна рада"
Українська республіканська партія ,  11.11,"Івано-Франківська обл., Долинська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  42.50,"Івано-Франківська обл., Галицька районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  26.47,"Вінницька обл., Шаргородська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  26.47,"Івано-Франківська обл., Верховинська районна рада"
"Політична партія ""АВТО-МАЙДАН""",   8.82,"Івано-Франківська обл., Калуська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   8.82,"Івано-Франківська обл., Калуська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.82,"Івано-Франківська обл., Калуська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  17.65,"Івано-Франківська обл., Городенківська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  17.65,"Івано-Франківська обл., Городенківська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   8.82,"Івано-Франківська обл., Городенківська районна рада"
політична партія Конгрес Українських Націоналістів,   8.82,"Івано-Франківська обл., Городенківська районна рада"
Радикальна партія Олега Ляшка,   8.82,"Івано-Франківська обл., Городенківська районна рада"
політична партія Народний Рух України,   8.33,"Івано-Франківська обл., Долинська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   8.33,"Івано-Франківська обл., Долинська районна рада"
Українська Народна Партія,   8.33,"Івано-Франківська обл., Долинська районна рада"
політична партія Конгрес Українських Націоналістів,   5.56,"Івано-Франківська обл., Долинська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  27.50,"Івано-Франківська обл., Галицька районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",  12.50,"Івано-Франківська обл., Галицька районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  10.00,"Івано-Франківська обл., Галицька районна рада"
"Політична партія ""Громадянська позиція""",   7.50,"Івано-Франківська обл., Галицька районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  20.59,"Вінницька обл., Шаргородська районна рада"
Аграрна партія України,  14.71,"Вінницька обл., Шаргородська районна рада"
Радикальна партія Олега Ляшка,  11.76,"Вінницька обл., Шаргородська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   8.82,"Вінницька обл., Шаргородська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.88,"Вінницька обл., Шаргородська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  20.59,"Івано-Франківська обл., Верховинська районна рада"
Українська Народна Партія,  11.76,"Івано-Франківська обл., Верховинська районна рада"
"Політична партія ""Воля""",  11.76,"Івано-Франківська обл., Верховинська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.76,"Івано-Франківська обл., Верховинська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.82,"Івано-Франківська обл., Городенківська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   5.88,"Вінницька обл., Шаргородська районна рада"
"Політична Партія ""Опозиційний блок""",   5.88,"Вінницька обл., Шаргородська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",  11.76,"Івано-Франківська обл., Верховинська районна рада"
політична партія Народний Рух України,   5.88,"Івано-Франківська обл., Верховинська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  30.77,"Вінницька обл., Чечельницька районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  23.08,"Вінницька обл., Чечельницька районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  15.38,"Вінницька обл., Чечельницька районна рада"
Аграрна партія України,  15.38,"Вінницька обл., Чечельницька районна рада"
Радикальна партія Олега Ляшка,   7.69,"Вінницька обл., Чечельницька районна рада"
"Політична Партія ""Опозиційний блок""",   7.69,"Вінницька обл., Чечельницька районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  30.77,"Вінницька обл., Чернівецька районна рада"
Аграрна партія України,  26.92,"Вінницька обл., Чернівецька районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  19.23,"Вінницька обл., Чернівецька районна рада"
Народна Партія,  11.54,"Вінницька обл., Чернівецька районна рада"
Радикальна партія Олега Ляшка,   7.69,"Вінницька обл., Чернівецька районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   3.85,"Вінницька обл., Чернівецька районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  41.18,"Вінницька обл., Хмільницька районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  32.35,"Вінницька обл., Тульчинська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  32.35,"Вінницька обл., Тростянецька районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  29.41,"Вінницька обл., Томашпільська районна рада"
Аграрна партія України,  17.65,"Вінницька обл., Хмільницька районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  17.65,"Вінницька обл., Хмільницька районна рада"
"Політична партія ""Наш край""",   8.82,"Вінницька обл., Хмільницька районна рада"
"Політична партія ""Європейська партія України""",   8.82,"Вінницька обл., Хмільницька районна рада"
Аграрна партія України,  29.41,"Вінницька обл., Тульчинська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  20.59,"Вінницька обл., Тульчинська районна рада"
Радикальна партія Олега Ляшка,  17.65,"Вінницька обл., Тульчинська районна рада"
Аграрна партія України,  26.47,"Вінницька обл., Тростянецька районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  23.53,"Вінницька обл., Тростянецька районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  11.76,"Вінницька обл., Тростянецька районна рада"
Радикальна партія Олега Ляшка,   5.88,"Вінницька обл., Тростянецька районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  23.53,"Вінницька обл., Тиврівська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  20.59,"Вінницька обл., Томашпільська районна рада"
Аграрна партія України,  14.71,"Вінницька обл., Томашпільська районна рада"
Радикальна партія Олега Ляшка,  11.76,"Вінницька обл., Томашпільська районна рада"
"Політична Партія ""Опозиційний блок""",  11.76,"Вінницька обл., Томашпільська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.88,"Вінницька обл., Томашпільська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  35.29,"Вінницька обл., Теплицька районна рада"
Радикальна партія Олега Ляшка,   5.88,"Вінницька обл., Хмільницька районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  17.65,"Вінницька обл., Тиврівська районна рада"
Аграрна партія України,  14.71,"Вінницька обл., Тиврівська районна рада"
"Політична партія ""Громадянська позиція""",  11.76,"Вінницька обл., Тиврівська районна рада"
"Політична партія ""Наш край""",   8.82,"Вінницька обл., Тиврівська районна рада"
Радикальна партія Олега Ляшка,   5.88,"Вінницька обл., Тиврівська районна рада"
"Політична партія ""Наш край""",   5.88,"Вінницька обл., Томашпільська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  23.53,"Вінницька обл., Теплицька районна рада"
"Політична Партія ""Опозиційний блок""",  11.76,"Вінницька обл., Теплицька районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",  11.76,"Вінницька обл., Теплицька районна рада"
Радикальна партія Олега Ляшка,   8.82,"Вінницька обл., Теплицька районна рада"
Партія промисловців і підприємців України,   8.82,"Вінницька обл., Теплицька районна рада"
"Політична Партія ""Опозиційний блок""",   5.88,"Вінницька обл., Тиврівська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   5.88,"Вінницька обл., Тиврівська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.88,"Вінницька обл., Тиврівська районна рада"
Народна Партія,  26.47,"Вінницька обл., Погребищенська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  20.59,"Вінницька обл., Погребищенська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  17.65,"Вінницька обл., Погребищенська районна рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.76,"Вінницька обл., Погребищенська районна рада"
Партія Християнсько-Демократичний Союз,  11.76,"Вінницька обл., Погребищенська районна рада"
Аграрна партія України,  34.62,"Вінницька обл., Піщанська районна рада"
"Політична партія ""Наш край""",  28.57,"Вінницька обл., Оратівська районна рада"
Аграрна партія України,  30.23,"Вінницька обл., Немирівська районна рада"
Аграрна партія України,  11.76,"Вінницька обл., Погребищенська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  23.08,"Вінницька обл., Піщанська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  15.38,"Вінницька обл., Піщанська районна рада"
"Політична Партія ""Опозиційний блок""",  11.54,"Вінницька обл., Піщанська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  38.24,"Вінницька обл., Мурованокуриловецька районна рада"
Аграрна партія України,  21.43,"Вінницька обл., Оратівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  17.86,"Вінницька обл., Оратівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  32.35,"Вінницька обл., Могилів-Подільська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  18.60,"Вінницька обл., Немирівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  16.28,"Вінницька обл., Немирівська районна рада"
Радикальна партія Олега Ляшка,  13.95,"Вінницька обл., Немирівська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  29.41,"Вінницька обл., Літинська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  29.41,"Вінницька обл., Липовецька районна рада"
Радикальна партія Олега Ляшка,   7.69,"Вінницька обл., Піщанська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   7.69,"Вінницька обл., Піщанська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  26.47,"Вінницька обл., Мурованокуриловецька районна рада"
"Політична Партія ""Опозиційний блок""",  14.71,"Вінницька обл., Мурованокуриловецька районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",  11.76,"Вінницька обл., Мурованокуриловецька районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  17.86,"Вінницька обл., Оратівська районна рада"
Радикальна партія Олега Ляшка,   7.14,"Вінницька обл., Оратівська районна рада"
"Політична Партія ""Опозиційний блок""",   7.14,"Вінницька обл., Оратівська районна рада"
Аграрна партія України,  23.53,"Вінницька обл., Могилів-Подільська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  23.53,"Вінницька обл., Могилів-Подільська районна рада"
"Політична партія ""Наш край""",  11.76,"Вінницька обл., Могилів-Подільська районна рада"
Партія Християнсько-Демократичний Союз,   6.98,"Вінницька обл., Немирівська районна рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   6.98,"Вінницька обл., Немирівська районна рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   6.98,"Вінницька обл., Немирівська районна рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  23.53,"Вінницька обл., Літинська районна рада"
Радикальна партія Олега Ляшка,  20.59,"Вінницька обл., Літинська районна рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  29.41,"Вінницька обл., Липовецька районна рада"
Радикальна партія Олега Ляшка,  14.71,"Вінницька обл., Липовецька районна рада"
